	X1004V4	X1055V4	X1075V6	X1107V4	C132V8	C161V8	C220V8	C532V8	K003V4	K014V2	Z002	Z003	Z007	Z008	Z010	Z011	Z015	Z017	Z018	Z020
C00390	-0.256181074	0.263629987	-0.027560167	-0.062796045	-0.783978122	-0.373199671	0.453850841	-0.145704321	0.060704703	0.673367366	0.0638574	-0.444565469	-0.546688646	-0.002550869	-0.139227869	0.41961966	-0.377206666	0.065651451	-0.058674834	-0.146886031
C00392	-0.379517055	-0.724169367	-0.047100677	-0.430626435	-1.110130004	-1.165371123	-0.714158706	-0.220720085	-0.298128699	0.154065265	0.881930709	-0.621631546	0.003385208	1.785241618	1.512167888	-0.145579032	-0.036426609	-0.621647143	-0.770466394	-0.706858957
C00397	-1.226268117	-0.493672096	-0.693759291	-0.695513314	-0.604808094	-0.861494282	1.421648463	-0.844561255	-1.23668263	-0.358439225	1.606384396	0.788456916	0.903413923	0.103990384	-0.328798852	-0.097522513	0.191343088	-0.166692574	0.420177873	-0.045235213
C00399	0.070711056	-0.216074091	0.123688576	0.362528915	0.151259469	-0.255131195	-0.05182329	0.15827447	-0.627762146	0.198482267	-0.536113416	-0.076818373	-0.861781611	-0.020259419	0.030998226	0.612117148	-0.136535624	0.588801511	-0.132188029	-0.075098987
C00400	0.465746327	-0.65271483	0.370706631	0.490641283	0.096455878	0.210343304	0.002574761	0.386912133	0.362042557	-0.130994158	0.020816528	0.523163947	-0.177582146	0.06970428	-0.729129852	0.092434716	0.082098751	0.65163068	0.170036543	0.600098369
C00407	-0.63119516	-0.385227485	-0.496741549	-0.637545726	-0.475114963	-0.229774113	1.119835059	-0.272659376	0.067395156	-0.278431372	0.669294852	0.909886065	1.225316871	0.471331318	-0.163354335	-0.542076135	-0.166657619	-0.283592567	0.028199586	0.095299765
C00408	-0.413655817	-0.445791107	-0.197341921	-0.291721036	-0.416889381	-0.527896722	1.049142584	-0.283113511	-0.636587405	-0.109281375	0.253625832	-0.434273643	0.801976688	1.140981622	-0.041295023	-0.604846741	-0.291726006	-0.06595323	-0.313018197	0.452047484
C00413	-1.546546984	-0.755856988	-1.685433659	-0.556613928	-0.40106242	-0.132273827	0.193203777	-1.271775343	-1.091456748	0.791573311	0.541850383	1.703019191	2.07410275	0.30790335	-1.399882109	0.042736322	-0.945726985	-1.272751935	0.160065933	-2.158008931
C00415	-0.020732942	0.091179751	-0.06380218	0.290368448	0.343723219	0.175875676	-0.324491919	0.059081312	-0.080345746	0.143962489	0.512833154	0.548845963	0.988765898	0.509876984	-0.179742522	-0.115864542	-0.556553322	-0.559025826	0.184442056	-0.252625499
C00417	-0.055676042	0.014644923	0.228882029	-0.097495605	-0.031959348	-0.027971668	-0.133540884	-0.058135954	0.098157787	-0.064660268	-0.136331644	-0.007062605	-0.294849091	0.095687229	-0.082158861	0.194825626	-0.090225049	0.21395207	0.001414591	-0.002557182
C00423	0.82898896	0.790738633	0.485888512	0.45670348	1.017177686	0.232887231	0.492915141	0.086822945	0.532738454	1.764868482	0.636619977	0.438922624	0.978430957	0.548540221	-1.239534418	-0.678694319	-0.397697992	-0.487777646	-0.569963316	0.192209329
C00427	-0.100244859	-0.059221394	-0.072194461	0.042980913	0.032235927	-0.11816282	-0.259874385	-0.087167516	0.195892839	-0.056030418	-0.155950903	-0.134393715	-0.806587035	-0.001371209	0.034939364	0.319748008	0.199799696	0.228907547	-0.256774771	0.109949041
C00430	-0.365181468	0.161118655	-0.409879417	-0.820947503	-0.392496725	-0.238731222	1.221608739	-0.333731322	-0.451131461	-0.038428948	0.458838008	0.622838564	0.837854012	0.323894888	-0.108742683	-0.366900842	-0.110994383	-0.190703847	0.021831284	0.067570556
C00437	-0.269962923	-0.155335665	-0.152532697	-0.414869828	-1.490446608	-0.201546267	0.617270987	-0.235285024	-0.203911355	-0.134073965	-0.379300003	-0.808501447	0.623585486	-0.142757864	-0.125159628	-0.061852329	-0.132744018	0.093704694	-0.322922365	0.462135462
C00440	-0.618909567	0.51608965	-0.475856485	-0.435530816	-0.154615804	0.222340656	-0.263664036	0.17190267	0.669094809	-0.102662449	0.101806289	-0.524646293	0.603637164	0.078851337	-0.527984293	-0.949689516	0.039995642	0.219174211	-0.712808133	0.366382185
C00441	2.431143167	-0.832409123	0.091141689	2.073001471	-0.762692118	-0.536976076	-0.608169665	-0.31105527	1.683299762	-0.179205836	0.032778451	0.581936969	0.170152033	-1.31933817	-1.829894015	-1.31100616	-1.447317315	0.366994225	-1.061850449	-0.432448717
C00448	1.097056624	0.431863561	0.189511872	1.781254076	-0.305462652	0.633690374	0.419468242	-1.128699726	-0.35158302	-0.802588763	-1.309203329	0.303832337	-1.235018166	0.524790517	-0.712178859	0.654116616	-0.231207072	-0.536575299	-0.269372637	-0.457165868
C00463	-0.151873453	0.074945627	-0.094691402	-0.032371703	-0.466944849	-0.181367119	0.638810892	-0.351825728	0.164082927	0.319795341	0.117400539	-0.068257628	0.186515272	0.19904059	0.218586493	-0.4012242	0.059334054	-0.495483933	0.00041356	-0.125758541
C00473	0.121402798	-0.261382001	-0.36659989	-1.013386504	-0.293527846	0.402270431	1.308184189	-0.505497215	-2.846487461	0.436446853	1.134864457	-0.998962911	1.477293852	-1.17284334	-0.847529614	-0.69049064	-0.354153326	0.062507543	-0.309525022	0.381281042
C00475	-0.697775963	-0.904861203	-0.353971998	-0.605394294	-0.228557461	-0.400378517	0.886864885	-0.124386782	0.354239437	-0.011971864	0.253174105	0.275499387	0.113606583	0.128913966	-0.146010664	-1.028146325	-0.180426343	-0.315532365	0.157793701	-1.341048576
C00482	0.078607548	-0.059018968	0.106929294	0.20194013	0.334750147	0.187865549	-0.090086649	0.406442957	-0.173009395	0.099173903	-0.55401285	-0.473666391	-0.498838923	0.201282548	-0.032640162	0.536267929	-0.172340419	0.530427292	-0.085498099	-0.202963329
C00486	-0.203820458	-0.038860748	-0.067212466	-0.548862405	-0.066718692	-0.33934586	1.626639862	0.362372347	0.107685649	-0.150984851	0.07895085	0.228426598	1.460990843	-0.246078984	1.06776488	-0.165650408	-0.277088096	-0.818696778	0.85314013	0.846510546
C00489	0.089873535	0.455075276	-0.344016687	-0.018562935	2.148940459	0.577499187	2.273501806	-1.175993223	0.324252739	0.05217608	0.110608832	0.57393406	-1.061923036	1.049117184	0.362559061	0.494761001	-1.169346428	-0.395109474	-2.156338817	0.479754336
C00491	-0.242185639	-0.120305525	-0.27624742	-0.325944455	-0.308411407	-0.165541096	0.771505407	-0.181797812	-0.446215762	-0.23156267	-0.489395076	-0.092361829	0.775088939	-0.117976707	-0.238868345	-0.463364524	-0.214121859	0.095479426	0.281426424	0.076331302
C00504	0.272777579	0.412143901	0.27778352	0.248028332	0.309456052	0.82443763	-0.872267655	0.59211505	0.692966214	0.131512466	0.82766414	-0.786612529	0.699985227	-0.831916009	0.041767578	-1.765066278	-0.122714724	0.395401176	0.023341757	-0.191570494
C00506	-0.379894728	0.082421872	-0.086247638	-0.010294972	-0.752195173	-0.653720627	0.780976403	-0.356228724	-0.732838441	0.648615673	0.14651231	0.92720262	1.720423679	-0.232109684	-0.165024281	-0.631676653	-0.216540362	0.04393042	-0.296659123	-0.140696731
C00507	-0.484980369	-0.192908779	0.983846113	0.170504143	-0.749907601	-0.686173187	0.179413241	0.239905917	-0.546433529	-0.391356824	0.035127265	-0.018353713	0.00970327	0.8881379	0.24431364	-0.121412988	-1.15908839	0.463153426	-0.727056357	-0.3857678
C00510	0.118986008	-0.00756452	0.428555269	0.396147197	0.455255934	0.37853228	-0.083661069	0.296553863	0.207918332	-0.288039034	-0.226283959	-0.211328588	-2.006073342	0.48926422	0.211117579	0.810867921	0.381732018	0.22463573	0.042990816	-0.271448619
C00517	0.128557849	-0.026282667	0.307944716	0.067996689	0.014582852	0.389180433	-0.169673978	0.249577493	0.202511171	-0.025528876	-0.253305341	-0.384119128	-0.620143262	-0.22301683	-0.101345036	0.496480278	-0.453425997	0.207889326	-0.043169854	0.0721713
C00523	-0.658553204	0.871292589	0.618206139	-0.584483514	-0.287265195	-0.045948281	-0.818514296	-0.078874991	0.701454361	0.150931281	-0.734739948	-0.096310825	-0.440536796	0.245182623	0.298291384	-0.194091989	-0.26800912	0.295265053	0.419127032	0.080830776
C00526	0.210837404	0.915893638	0.239045903	0.283537509	0.186187915	-0.171188375	0.265738829	-0.444279778	0.430018443	-0.747737236	0.165809793	1.035145108	2.140347018	-0.674776592	0.523205517	-0.560748027	0.105700595	0.393970307	-0.377197992	0.394531233
C00535	-0.221860052	1.135392707	0.695852566	0.194524472	-1.166807279	0.107356085	0.344580664	-0.511004907	0.246241474	0.114201598	-0.207768927	-0.588125028	-0.659240365	0.259993605	0.676159288	0.984254497	-0.038655125	0.614141475	-0.683332919	0.428562486
C00542	0.796845908	0.211621484	0.165860668	1.274243008	0.310516751	0.773164571	-0.131862943	-0.716047054	0.766707812	-0.269266234	-0.126212	0.048471129	0.480126566	0.362407042	0.710432689	-1.222472465	-0.359276729	-0.387056724	-0.922983055	0.141109024
C00544	-0.477064182	0.20326476	0.238400804	-0.089920116	-0.165688348	0.152682741	0.192629679	0.085335978	-0.391852021	0.245191186	0.362239463	-0.097348366	0.023676645	-0.548097099	0.138769155	0.412723741	-0.720988939	1.60950711	-0.986991573	0.71480576
C00555	-1.817944202	-0.018138705	-1.036148592	0.410917266	-1.362826354	-0.450627272	1.067220783	-1.620706378	0.236122071	0.050450958	0.62499449	0.849300782	1.143380992	0.440430532	-0.151295092	-0.504382312	-0.154374784	-0.263394747	0.027293102	0.089851463
C00556	1.211116459	1.006083604	-0.41669963	-0.242635915	-0.439031822	0.994001182	-0.546950974	1.769428271	0.579283518	-0.834451688	-2.046797368	-1.993485199	-1.481288334	0.275900195	0.322769215	0.741106637	-0.816216935	1.063982856	-0.833229852	0.134504423
C00559	-0.307565815	0.461311161	-0.425103876	-0.020092735	-0.601721056	-0.586151497	0.700312464	-0.231967729	0.049281837	-0.031394455	-0.761292708	-0.132513538	0.147762958	-0.089989557	0.209539885	0.402767987	-0.223591503	0.267838116	-0.100696726	-0.081677527
C00580	0.159522358	0.069018973	0.04204198	0.21243415	0.122811585	-0.069511802	-0.05417147	0.065366659	-0.003710606	0.089213185	0.198725029	0.135349348	-0.297708546	0.970221457	0.249670675	-0.309046952	-0.418974689	0.146520549	-0.430436053	0.068186908
C00590	-0.088702163	-0.043935772	-0.257788782	-0.061697366	0.123375705	-0.050646566	0.142383544	-0.241711675	0.274946626	0.179364146	-0.440082935	0.127025584	-0.171174788	-0.151836944	0.036520481	0.08964982	-0.040931751	0.179576608	-0.279461557	-0.103087362
C00593	0.952744705	-0.124631593	0.538180295	0.41577228	0.953257282	1.009510918	-1.148057088	-0.44687564	0.586798242	-0.272160296	0.090981295	1.16545478	1.784431355	-0.133139546	0.184910194	-0.991887539	0.451270389	0.370803384	0.521293144	-0.19660864
C00599	0.363836295	0.533755385	0.156570826	-0.325240043	-0.049361782	1.97196754	-1.062975898	0.877561626	2.190076609	-0.72141585	0.245263741	-0.533913985	-1.695010356	0.144852107	-1.173407621	0.226112613	0.013407966	1.31761454	-0.37932059	-0.624535024
C00601	1.131129746	1.00711704	-0.722120479	0.041122304	-0.533823266	1.026746693	-0.860582663	1.460739739	0.78654075	-0.956616931	-0.361459654	0.0254391	-0.678464093	-0.133544931	-0.037169382	0.565548951	-0.107101749	0.384415451	-0.106864563	-0.108112515
C00606	-0.681779338	-0.213339785	-0.357468661	-0.184512296	-0.211117579	-0.264772128	0.469820363	-0.246234438	0.026762471	0.851453575	-0.13087112	0.234626059	-0.536537354	0.319361352	0.0708181	0.185971652	0.014133187	0.415094568	-0.03865884	-0.081335953
C00611	-0.208458899	-0.215764228	-0.372524449	-0.312551704	-0.313090778	-0.513862807	1.186272112	-0.393481293	-0.367442993	-0.313023636	0.350746804	0.09079564	0.627050434	0.572267054	-0.006739826	-0.641966653	0.385168116	-0.71600977	-0.487937011	-0.012897069
C00637	-0.933790526	1.304217426	-0.931484897	1.630448844	-1.167690381	-0.281463756	-0.484046055	-0.973099606	-1.021484827	1.577050505	0.056087877	-0.124850013	0.262399816	0.52849944	-0.350083967	-0.22593434	-0.014798363	-0.982554558	-0.363594188	0.372165655
C00639	-0.124723051	0.875298037	0.259235968	-0.105374955	-0.083765571	0.196289035	-0.353407108	-0.522450305	0.143997084	-0.161928946	0.172846157	1.461618994	2.054569688	0.083880742	-0.226639121	-0.922270259	-0.105791541	-0.718864574	-0.128002492	0.039054427
C00642	0.04350576	-0.120533941	0.022898013	0.121845422	0.107536713	0.013611639	-0.053359115	0.05687273	-0.040608543	0.078183995	0.09768007	-0.033957056	0.000707454	-0.163062558	0.033672777	0.112140005	-0.212583009	0.454928076	-0.288772672	0.198663691
C00664	1.242240855	0.504961779	-0.58328344	0.202485068	-1.036996447	0.129546431	1.273133828	-1.393402441	-1.007519846	0.274149102	0.762693257	0.79534103	1.462153977	0.690269766	-0.274479875	-0.550915994	-0.432878591	-1.310855953	-0.126766825	-0.56327018
C00666	-0.151964651	-0.096136969	-0.277401649	0.471660653	0.243716029	0.178047052	0.610035251	-0.823768479	-0.201622172	0.061800485	0.884848644	-1.244532426	0.185542467	-1.289678895	-0.245274289	-1.248037777	-0.176567892	0.961435142	-1.007392433	-0.37733122
C00669	0.604532871	0.309424295	0.025074864	0.731739078	0.094981842	0.58966344	0.074227648	-0.77594115	0.427059463	-0.221052263	-0.454330009	-0.379637381	0.351680933	-0.066107842	0.388858675	0.381947269	-0.949082479	0.531658776	0.184900366	0.050255737
C00695	-0.455200771	0.438564782	0.412219342	-0.593360661	-0.303349263	-1.33734582	0.693085852	-0.016879981	0.744920676	0.704207683	0.711773901	-0.101687847	-0.631382164	0.083785651	-0.150759277	0.245560853	0.229381001	0.514361633	0.063013649	-0.351535404
C00700	0.484902669	-0.195367779	0.384381834	0.567299526	0.196617311	0.477183709	-0.017487423	0.098767627	0.468210691	0.080440499	-0.525403829	-1.359673157	-1.020776058	-1.199165477	0.633685361	0.441383513	-0.638315487	0.579814592	-0.444349895	-0.979028456
C00712	-0.177367899	0.959894506	0.461607953	-0.490276841	-0.781528901	1.215181744	-1.573253771	0.344878097	1.685517377	-0.034540661	-0.273782811	-0.772145314	-0.86532436	0.339104189	0.884386272	1.288068792	-0.052201034	0.803127306	-0.89689169	0.559971969
C00734	-0.101838169	-0.177562667	-0.778831228	0.076300183	-0.390395506	0.146593128	0.81610202	0.250757928	0.044765843	-0.057926853	0.296298861	0.076822293	0.529581805	0.483328238	-0.005526827	-0.54184835	0.325360748	-0.604362897	-0.411801241	-0.010725383
C00735	0.168072643	0.532857837	0.402374785	1.46207345	0.189741964	0.230196981	0.288472398	-0.029921109	0.517088601	1.431672726	-0.344367018	-0.970924853	-1.088072634	0.426174801	1.111721482	1.619244511	-0.065787076	1.00956002	-1.127760127	0.703857084
C00745	-0.019967987	0.579311794	-0.091176299	1.457607408	-0.194481449	-0.065042065	-0.287823512	-0.226895447	0.260433815	0.111726445	-0.219206318	-0.050003325	-0.310361059	0.034862375	-0.007707246	0.242661228	-0.112782063	0.198550141	-0.085230757	-0.034337341
C00746	-0.943358071	0.290563973	-0.983520069	-0.947379137	-0.563242455	-0.700581389	1.795395285	-1.755678658	0.417266886	-1.31279606	-0.53002189	-0.194742823	-1.101779022	-0.494581092	0.601365591	1.811406304	-0.730165267	0.474824141	-1.156777154	-0.208766999
C00750	0.219139129	-0.288486918	-0.304092724	0.6843516	0.045537242	0.036728772	0.153453882	-0.199102984	0.292439857	0.283685167	0.583354935	0.391272612	0.767976229	-0.333948405	-0.078709241	-1.047167216	0.451012225	0.677490509	0.823743288	0.807640867
C00758	0.051176772	-0.008251817	0.055701181	0.087395647	0.072448408	-0.07465027	-0.011421728	0.039344803	-0.068016613	-0.016286062	-0.022916293	0.020440346	0.060911368	0.011275919	-0.04221813	0.123312043	-0.047700312	0.073612475	-0.012207594	-0.017415684
C00761	-0.113313019	-0.564947853	-1.246381244	0.683270035	-0.599839605	0.215018481	1.424345401	-2.43166316	0.188665412	-0.388380006	0.188663774	0.490762213	1.255311059	0.261875243	-1.920038668	-0.059180547	-1.20562932	-0.015526808	-0.018146311	-0.204601019
C00762	-1.289348863	0.55840076	0.479724669	-0.342839488	-0.488977799	0.309275023	2.555996866	-0.508039907	0.417592642	-0.353067402	-0.386694189	-1.090882821	-1.222545265	0.479318112	1.249804337	1.820209697	-0.073598065	1.134985023	-1.267150055	0.791405354
C00777	-0.201749738	0.029133244	-0.131560045	0.003854103	0.376807228	0.241758194	-0.967119334	0.021287205	-0.243268191	0.834320205	1.226122721	-1.075990509	1.595558069	-1.263584154	-0.912614323	-0.743190353	-0.380327545	0.069193584	-0.332179602	0.413107402
C00780	0.014016577	-0.508263922	-0.328308043	-0.149501935	-0.023768007	0.170018366	0.114158835	-0.532081254	0.261048353	0.030033736	-0.527785037	-0.557204071	-0.941672318	-0.188743363	-0.290175642	0.524438692	-0.149702286	0.393504724	0.053317814	-0.034215277
C00785	0.239761187	-0.15868676	0.393673765	0.875227183	0.407000533	-0.68295216	0.077588959	0.146313092	-0.29475958	0.602427413	0.393803863	-1.640767407	1.250419521	-0.035143247	-0.425102341	0.084296735	-0.73567928	-0.62995627	-1.337606895	2.125759407
C00788	-1.048624164	-0.364158257	-0.188821826	-1.140247259	-0.107449092	-0.869978485	1.401453367	-0.695712871	-1.351210038	0.174482975	-0.51252113	-0.244844018	0.427450649	0.739339881	0.5530772	0.501724685	0.57624539	0.233444287	0.679877511	0.212924299
C00791	-0.059049868	-0.172008797	0.005503843	0.2932379	-0.202872087	-0.013929887	0.290342144	0.363042958	-0.314581276	-0.278677826	-0.623895408	0.293754594	0.688373241	0.204202234	0.178349333	-0.122543782	-0.276836792	-0.248942988	-0.001764124	-0.115460639
C00803	0.120267648	0.020103366	0.142379504	0.192738168	0.252077392	0.044150287	-0.108970924	0.12645248	-0.422579249	0.186655437	-0.003340152	0.145553829	-0.389367186	-0.65495591	-0.201516589	-0.209642162	0.104458446	0.559242187	-0.23639828	0.156654627
C00828	0.017945809	0.075686005	-0.244036468	-0.37519971	0.039549788	-0.142126954	0.683609506	-0.851691526	-0.166835543	-0.365328391	-0.150664581	-0.213565693	-0.530769382	0.253960509	0.29024029	0.617733466	-0.842833344	0.54361707	-0.326970982	0.094051999
C00829	-0.549424969	0.143168336	0.076012444	0.061274717	0.094965456	1.026227189	-0.102794892	-0.222317662	-0.90299876	0.118522256	-0.83522832	-1.577804594	-0.145437711	0.291297525	0.181142492	0.654445815	-0.580746106	0.638617363	-0.008559206	0.189013396
C00831	-0.152903709	0.075707856	0.022254148	0.581457467	0.14774592	0.082394591	-0.591125114	0.098524706	0.210129261	-0.032315678	0.882761328	0.60639203	1.469734836	0.447525077	-0.341961133	-0.413031038	-0.192101152	-0.448307707	0.643805366	-0.174630261
C00832	-0.709206845	-0.718419525	-0.439687158	-0.505528483	-0.915040076	-0.556070441	1.469588261	-0.486312914	-1.336099036	-0.064322936	1.188899386	1.4170519	2.614937139	0.107688298	-0.268896175	-0.937044097	-0.499640426	-0.726406206	0.457902194	-0.018662372
C00835	-0.009517132	-0.18891839	-0.020486102	0.283409834	-0.109991981	-0.318056058	-0.140419827	0.032029484	1.723816025	0.180940762	-0.53646755	0.0874529	-1.145000455	-0.420497714	-0.065181295	0.594929506	-0.290147502	0.159667324	-0.409362941	0.05876614
C00836	0.638919743	0.773993971	0.378150035	-0.92719766	0.191435455	1.414228721	-0.526664457	1.157837444	0.104285389	0.037093271	-0.110762772	0.237959452	-1.789542351	-0.181976915	0.39647255	0.22228459	-1.010976558	0.928204102	0.724916601	0.531748555
